symbol,signal,horizon,n_on,mean_on,mean_off,diff,t_stat,win_rate_on
MICROCHIP_SQUARE,BIG_BID_LVL1_P99,30,5845,3.7826,3.5604,0.2222,0.14,0.509
MICROCHIP_SQUARE,BIG_ASK_LVL1_P99,30,5851,3.5094,3.6266,-0.1172,-0.07,0.508
MICROCHIP_SQUARE,BIG_BID_LVL1_P95,100,5834,13.2569,11.3272,1.9297,0.64,0.535
MICROCHIP_SQUARE,BIG_ASK_LVL1_P95,100,5840,12.6939,11.4634,1.2305,0.41,0.534
MICROCHIP_SQUARE,BIG_BID_LVL1_P99,100,5834,13.2569,11.3272,1.9297,0.64,0.535
MICROCHIP_SQUARE,BIG_ASK_LVL1_P99,100,5840,12.6939,11.4634,1.2305,0.41,0.534
MICROCHIP_SQUARE,TRADE_BIG_P95(>=3),1,173,1.1908,-0.9242,2.115,1.15,0.543
MICROCHIP_SQUARE,TRADE_BIG_P95(>=3),5,173,1.4509,-1.3699,2.8208,0.72,0.532
MICROCHIP_SQUARE,TRADE_BIG_P95(>=3),10,173,1.9306,-2.9722,4.9029,0.87,0.497
MICROCHIP_SQUARE,TRADE_BIG_P95(>=3),30,173,3.3988,-0.1263,3.5251,0.34,0.509
MICROCHIP_SQUARE,TRADE_BIG_P95(>=3),100,172,17.8692,-1.6734,19.5426,1.03,0.523
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P95,1,7015,-0.0144,-0.0852,0.0708,0.37,0.485
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P95,1,7021,-0.2567,-0.0112,-0.2455,-1.27,0.479
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P99,1,349,-1.1203,-0.0562,-1.0641,-1.61,0.464
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P99,1,330,-0.6394,-0.0623,-0.5771,-0.81,0.476
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P95,5,7014,-0.3574,-0.3384,-0.0191,-0.04,0.485
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P95,5,7019,-0.5575,-0.2772,-0.2802,-0.65,0.481
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P99,5,349,-1.7808,-0.3259,-1.4549,-0.95,0.45
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P99,5,330,-0.1591,-0.3449,0.1858,0.12,0.482
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P95,10,7012,-0.3699,-0.7819,0.4119,0.67,0.494
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P95,10,7016,-0.6694,-0.6905,0.0211,0.03,0.491
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P99,10,349,-2.3596,-0.6659,-1.6937,-0.74,0.458
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P99,10,330,1.4667,-0.7095,2.1762,0.99,0.521
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P95,30,7005,-0.731,-2.4336,1.7025,1.62,0.495
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P95,30,7011,-1.1983,-2.2913,1.093,1.04,0.491
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P99,30,347,1.1916,-2.0734,3.2651,0.88,0.496
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P99,30,330,-3.7712,-2.0163,-1.7549,-0.49,0.479
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P95,100,6983,-7.1303,-6.4513,-0.679,-0.34,0.473
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P95,100,6987,-6.9317,-6.5118,-0.4199,-0.21,0.478
MICROCHIP_TRIANGLE,BIG_BID_LVL1_P99,100,342,7.5804,-6.7741,14.3545,2.08,0.526
MICROCHIP_TRIANGLE,BIG_ASK_LVL1_P99,100,329,1.9559,-6.7052,8.6611,1.33,0.492
MICROCHIP_TRIANGLE,TRADE_BIG_P95(>=3),1,173,-1.8555,-1.154,-0.7015,-0.5,0.457
MICROCHIP_TRIANGLE,TRADE_BIG_P95(>=3),5,173,-1.6416,-1.9533,0.3117,0.1,0.514
MICROCHIP_TRIANGLE,TRADE_BIG_P95(>=3),10,173,-2.9884,-3.2626,0.2742,0.07,0.48
MICROCHIP_TRIANGLE,TRADE_BIG_P95(>=3),30,173,-7.0347,-4.2727,-2.762,-0.38,0.497
MICROCHIP_TRIANGLE,TRADE_BIG_P95(>=3),100,172,-15.5029,-9.0139,-6.489,-0.49,0.442
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P95,1,2113,0.2125,0.0095,0.203,0.88,0.437
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P95,1,2112,0.0436,0.0223,0.0213,0.09,0.429
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P99,1,2113,0.2125,0.0095,0.203,0.88,0.437
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P99,1,2112,0.0436,0.0223,0.0213,0.09,0.429
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P95,5,2113,0.0996,0.1194,-0.0198,-0.04,0.46
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P95,5,2112,-0.1357,0.1373,-0.2729,-0.55,0.455
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P99,5,2113,0.0996,0.1194,-0.0198,-0.04,0.46
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P99,5,2112,-0.1357,0.1373,-0.2729,-0.55,0.455
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P95,10,2113,-0.3168,0.2765,-0.5934,-0.85,0.464
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P95,10,2112,-0.5009,0.2904,-0.7914,-1.13,0.462
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P99,10,2113,-0.3168,0.2765,-0.5934,-0.85,0.464
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P99,10,2112,-0.5009,0.2904,-0.7914,-1.13,0.462
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P95,30,2111,1.7518,0.5294,1.2224,1.05,0.501
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P95,30,2110,1.6877,0.5343,1.1534,0.99,0.499
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P99,30,2111,1.7518,0.5294,1.2224,1.05,0.501
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P99,30,2110,1.6877,0.5343,1.1534,0.99,0.499
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P95,100,2108,5.6731,2.0368,3.6363,1.71,0.513
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P95,100,2107,5.3128,2.0643,3.2485,1.53,0.514
OXYGEN_SHAKE_CHOCOLATE,BIG_BID_LVL1_P99,100,2108,5.6731,2.0368,3.6363,1.71,0.513
OXYGEN_SHAKE_CHOCOLATE,BIG_ASK_LVL1_P99,100,2107,5.3128,2.0643,3.2485,1.53,0.514
OXYGEN_SHAKE_CHOCOLATE,TRADE_BIG_P95(>=4),1,179,-0.7514,0.4774,-1.2288,-1.47,0.402
OXYGEN_SHAKE_CHOCOLATE,TRADE_BIG_P95(>=4),5,179,0.7374,-0.6245,1.362,0.77,0.464
OXYGEN_SHAKE_CHOCOLATE,TRADE_BIG_P95(>=4),10,179,2.067,-1.83,3.8971,1.61,0.497
OXYGEN_SHAKE_CHOCOLATE,TRADE_BIG_P95(>=4),30,179,2.9218,-2.1141,5.0359,1.05,0.492
OXYGEN_SHAKE_CHOCOLATE,TRADE_BIG_P95(>=4),100,177,6.0565,0.9545,5.102,0.62,0.514
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P95,1,2113,0.0478,-0.0244,0.0722,0.3,0.294
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P95,1,2112,-0.0701,-0.0155,-0.0546,-0.23,0.287
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P99,1,2113,0.0478,-0.0244,0.0722,0.3,0.294
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P99,1,2112,-0.0701,-0.0155,-0.0546,-0.23,0.287
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P95,5,2113,-0.446,-0.0698,-0.3762,-0.75,0.391
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P95,5,2112,-0.5897,-0.059,-0.5307,-1.05,0.388
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P99,5,2113,-0.446,-0.0698,-0.3762,-0.75,0.391
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P99,5,2112,-0.5897,-0.059,-0.5307,-1.05,0.388
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P95,10,2113,-1.1443,-0.1159,-1.0284,-1.48,0.398
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P95,10,2112,-1.2912,-0.1048,-1.1863,-1.71,0.395
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P99,10,2113,-1.1443,-0.1159,-1.0284,-1.48,0.398
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P99,10,2112,-1.2912,-0.1048,-1.1863,-1.71,0.395
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P95,30,2111,-0.4576,-0.5528,0.0952,0.09,0.444
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P95,30,2110,-0.6185,-0.5406,-0.0779,-0.07,0.44
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P99,30,2111,-0.4576,-0.5528,0.0952,0.09,0.444
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P99,30,2110,-0.6185,-0.5406,-0.0779,-0.07,0.44
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P95,100,2108,0.1444,-1.9947,2.1391,1.04,0.478
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P95,100,2107,0.0311,-1.986,2.0171,0.97,0.476
OXYGEN_SHAKE_EVENING_BREATH,BIG_BID_LVL1_P99,100,2108,0.1444,-1.9947,2.1391,1.04,0.478
OXYGEN_SHAKE_EVENING_BREATH,BIG_ASK_LVL1_P99,100,2107,0.0311,-1.986,2.0171,0.97,0.476
OXYGEN_SHAKE_EVENING_BREATH,TRADE_BIG_P95(>=4),1,179,-0.4385,0.1435,-0.582,-0.61,0.285
OXYGEN_SHAKE_EVENING_BREATH,TRADE_BIG_P95(>=4),5,179,0.595,-0.4946,1.0896,0.57,0.413
OXYGEN_SHAKE_EVENING_BREATH,TRADE_BIG_P95(>=4),10,179,-0.8743,-0.6175,-0.2568,-0.1,0.441
OXYGEN_SHAKE_EVENING_BREATH,TRADE_BIG_P95(>=4),30,179,-1.6788,-0.0408,-1.638,-0.36,0.486
OXYGEN_SHAKE_EVENING_BREATH,TRADE_BIG_P95(>=4),100,177,-5.2175,0.5445,-5.7621,-0.72,0.486
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P95,1,2113,0.1758,0.126,0.0498,0.18,0.498
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P95,1,2112,0.0353,0.1367,-0.1014,-0.37,0.494
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P99,1,2113,0.1758,0.126,0.0498,0.18,0.498
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P99,1,2112,0.0353,0.1367,-0.1014,-0.37,0.494
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P95,5,2113,0.066,0.6897,-0.6237,-1.03,0.49
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P95,5,2112,-0.1555,0.7065,-0.862,-1.42,0.488
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P99,5,2113,0.066,0.6897,-0.6237,-1.03,0.49
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P99,5,2112,-0.1555,0.7065,-0.862,-1.42,0.488
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P95,10,2113,0.2674,1.3727,-1.1053,-1.31,0.492
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P95,10,2112,-0.0653,1.3978,-1.4632,-1.74,0.489
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P99,10,2113,0.2674,1.3727,-1.1053,-1.31,0.492
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P99,10,2112,-0.0653,1.3978,-1.4632,-1.74,0.489
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P95,30,2111,5.7861,3.7722,2.014,1.36,0.535
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P95,30,2110,5.2137,3.8156,1.3982,0.94,0.53
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P99,30,2111,5.7861,3.7722,2.014,1.36,0.535
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P99,30,2110,5.2137,3.8156,1.3982,0.94,0.53
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P95,100,2108,16.9402,12.7826,4.1576,1.54,0.544
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P95,100,2107,16.6391,12.8056,3.8335,1.42,0.543
OXYGEN_SHAKE_GARLIC,BIG_BID_LVL1_P99,100,2108,16.9402,12.7826,4.1576,1.54,0.544
OXYGEN_SHAKE_GARLIC,BIG_ASK_LVL1_P99,100,2107,16.6391,12.8056,3.8335,1.42,0.543
OXYGEN_SHAKE_GARLIC,TRADE_BIG_P95(>=4),1,179,1.4134,-0.1065,1.5199,1.57,0.542
OXYGEN_SHAKE_GARLIC,TRADE_BIG_P95(>=4),5,179,0.2318,0.7888,-0.557,-0.25,0.514
OXYGEN_SHAKE_GARLIC,TRADE_BIG_P95(>=4),10,179,-2.4246,2.1808,-4.6054,-1.36,0.475
OXYGEN_SHAKE_GARLIC,TRADE_BIG_P95(>=4),30,179,0.5056,4.1467,-3.6412,-0.68,0.48
OXYGEN_SHAKE_GARLIC,TRADE_BIG_P95(>=4),100,177,6.2203,16.2945,-10.0742,-0.98,0.497
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P95,1,2113,-0.0355,0.0082,-0.0437,-0.19,0.493
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P95,1,2112,-0.1683,0.0183,-0.1866,-0.83,0.487
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P99,1,2113,-0.0355,0.0082,-0.0437,-0.19,0.493
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P99,1,2112,-0.1683,0.0183,-0.1866,-0.83,0.487
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P95,5,2113,-0.557,0.0701,-0.6272,-1.27,0.49
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P95,5,2112,-0.781,0.0871,-0.8681,-1.75,0.486
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P99,5,2113,-0.557,0.0701,-0.6272,-1.27,0.49
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P99,5,2112,-0.781,0.0871,-0.8681,-1.75,0.486
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P95,10,2113,-0.2655,0.0743,-0.3398,-0.48,0.502
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P95,10,2112,-0.5661,0.0971,-0.6631,-0.95,0.5
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P99,10,2113,-0.2655,0.0743,-0.3398,-0.48,0.502
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P99,10,2112,-0.5661,0.0971,-0.6631,-0.95,0.5
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P95,30,2111,-0.0064,0.1076,-0.114,-0.09,0.503
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P95,30,2110,-0.3073,0.1304,-0.4377,-0.35,0.5
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P99,30,2111,-0.0064,0.1076,-0.114,-0.09,0.503
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P99,30,2110,-0.3073,0.1304,-0.4377,-0.35,0.5
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P95,100,2108,0.5989,0.3967,0.2022,0.09,0.509
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P95,100,2107,0.4046,0.4114,-0.0068,-0.0,0.509
OXYGEN_SHAKE_MINT,BIG_BID_LVL1_P99,100,2108,0.5989,0.3967,0.2022,0.09,0.509
OXYGEN_SHAKE_MINT,BIG_ASK_LVL1_P99,100,2107,0.4046,0.4114,-0.0068,-0.0,0.509
OXYGEN_SHAKE_MINT,TRADE_BIG_P95(>=4),1,179,0.9413,0.5677,0.3737,0.46,0.525
OXYGEN_SHAKE_MINT,TRADE_BIG_P95(>=4),5,179,-1.0307,1.0217,-2.0524,-1.14,0.52
OXYGEN_SHAKE_MINT,TRADE_BIG_P95(>=4),10,179,-2.6034,1.9756,-4.5789,-1.73,0.464
OXYGEN_SHAKE_MINT,TRADE_BIG_P95(>=4),30,179,-3.4637,0.3587,-3.8224,-0.8,0.497
OXYGEN_SHAKE_MINT,TRADE_BIG_P95(>=4),100,177,-7.5819,-1.2582,-6.3237,-0.71,0.452
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P95,1,2113,-0.1869,-0.002,-0.185,-0.81,0.472
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P95,1,2112,-0.3158,0.0078,-0.3236,-1.41,0.466
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P99,1,2113,-0.1869,-0.002,-0.185,-0.81,0.472
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P99,1,2112,-0.3158,0.0078,-0.3236,-1.41,0.466
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P95,5,2113,-0.2918,-0.0582,-0.2336,-0.47,0.493
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P95,5,2112,-0.4093,-0.0493,-0.3601,-0.73,0.49
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P99,5,2113,-0.2918,-0.0582,-0.2336,-0.47,0.493
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P99,5,2112,-0.4093,-0.0493,-0.3601,-0.73,0.49
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P95,10,2113,-0.7307,-0.1121,-0.6186,-0.87,0.492
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P95,10,2112,-0.8381,-0.104,-0.7341,-1.04,0.491
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P99,10,2113,-0.7307,-0.1121,-0.6186,-0.87,0.492
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P99,10,2112,-0.8381,-0.104,-0.7341,-1.04,0.491
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P95,30,2111,-0.5197,-0.4616,-0.058,-0.05,0.499
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P95,30,2110,-0.6502,-0.4517,-0.1985,-0.17,0.5
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P99,30,2111,-0.5197,-0.4616,-0.058,-0.05,0.499
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P99,30,2110,-0.6502,-0.4517,-0.1985,-0.17,0.5
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P95,100,2108,2.1777,-2.0751,4.2527,2.0,0.497
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P95,100,2107,2.2753,-2.0823,4.3576,2.05,0.498
OXYGEN_SHAKE_MORNING_BREATH,BIG_BID_LVL1_P99,100,2108,2.1777,-2.0751,4.2527,2.0,0.497
OXYGEN_SHAKE_MORNING_BREATH,BIG_ASK_LVL1_P99,100,2107,2.2753,-2.0823,4.3576,2.05,0.498
OXYGEN_SHAKE_MORNING_BREATH,TRADE_BIG_P95(>=4),1,179,1.3911,0.3619,1.0291,1.2,0.525
OXYGEN_SHAKE_MORNING_BREATH,TRADE_BIG_P95(>=4),5,179,3.0335,0.6065,2.427,1.21,0.542
OXYGEN_SHAKE_MORNING_BREATH,TRADE_BIG_P95(>=4),10,179,2.2346,-0.6745,2.9091,1.03,0.547
OXYGEN_SHAKE_MORNING_BREATH,TRADE_BIG_P95(>=4),30,179,0.3603,-0.6739,1.0342,0.22,0.508
OXYGEN_SHAKE_MORNING_BREATH,TRADE_BIG_P95(>=4),100,177,-1.2401,-7.2518,6.0117,0.74,0.475
PANEL_1X2,BIG_BID_LVL1_P95,1,2113,0.1626,-0.0232,0.1858,0.92,0.502
PANEL_1X2,BIG_ASK_LVL1_P95,1,2112,0.0587,-0.0153,0.0741,0.37,0.496
PANEL_1X2,BIG_BID_LVL1_P99,1,2113,0.1626,-0.0232,0.1858,0.92,0.502
PANEL_1X2,BIG_ASK_LVL1_P99,1,2112,0.0587,-0.0153,0.0741,0.37,0.496
PANEL_1X2,BIG_BID_LVL1_P95,5,2113,0.1661,-0.0757,0.2418,0.54,0.49
PANEL_1X2,BIG_ASK_LVL1_P95,5,2112,0.0166,-0.0644,0.081,0.18,0.488
PANEL_1X2,BIG_BID_LVL1_P99,5,2113,0.1661,-0.0757,0.2418,0.54,0.49
PANEL_1X2,BIG_ASK_LVL1_P99,5,2112,0.0166,-0.0644,0.081,0.18,0.488
PANEL_1X2,BIG_BID_LVL1_P95,10,2113,-0.3171,-0.1118,-0.2053,-0.32,0.49
PANEL_1X2,BIG_ASK_LVL1_P95,10,2112,-0.4818,-0.0993,-0.3825,-0.6,0.487
PANEL_1X2,BIG_BID_LVL1_P99,10,2113,-0.3171,-0.1118,-0.2053,-0.32,0.49
PANEL_1X2,BIG_ASK_LVL1_P99,10,2112,-0.4818,-0.0993,-0.3825,-0.6,0.487
PANEL_1X2,BIG_BID_LVL1_P95,30,2111,-0.8425,-0.3529,-0.4896,-0.45,0.491
PANEL_1X2,BIG_ASK_LVL1_P95,30,2110,-1.0979,-0.3335,-0.7643,-0.7,0.489
PANEL_1X2,BIG_BID_LVL1_P99,30,2111,-0.8425,-0.3529,-0.4896,-0.45,0.491
PANEL_1X2,BIG_ASK_LVL1_P99,30,2110,-1.0979,-0.3335,-0.7643,-0.7,0.489
PANEL_1X2,BIG_BID_LVL1_P95,100,2108,-4.8,-0.9284,-3.8716,-1.92,0.472
PANEL_1X2,BIG_ASK_LVL1_P95,100,2107,-4.9336,-0.9184,-4.0151,-1.99,0.472
PANEL_1X2,BIG_BID_LVL1_P99,100,2108,-4.8,-0.9284,-3.8716,-1.92,0.472
PANEL_1X2,BIG_ASK_LVL1_P99,100,2107,-4.9336,-0.9184,-4.0151,-1.99,0.472
PANEL_1X2,TRADE_BIG_P95(>=4),1,179,1.0922,-0.1318,1.2239,1.6,0.547
PANEL_1X2,TRADE_BIG_P95(>=4),5,179,-0.0196,-0.4143,0.3947,0.22,0.492
PANEL_1X2,TRADE_BIG_P95(>=4),10,179,-1.0056,0.3002,-1.3058,-0.53,0.453
PANEL_1X2,TRADE_BIG_P95(>=4),30,179,-8.4218,0.5435,-8.9653,-2.27,0.441
PANEL_1X2,TRADE_BIG_P95(>=4),100,177,-2.7373,-2.5827,-0.1546,-0.02,0.492
PANEL_1X4,BIG_BID_LVL1_P95,1,1631,0.3078,-0.0449,0.3527,1.57,0.481
PANEL_1X4,BIG_ASK_LVL1_P95,1,1574,0.0108,-0.0278,0.0386,0.17,0.478
PANEL_1X4,BIG_BID_LVL1_P99,1,434,0.5253,-0.0338,0.5592,1.26,0.5
PANEL_1X4,BIG_ASK_LVL1_P99,1,447,-0.3501,-0.0208,-0.3293,-0.8,0.456
PANEL_1X4,BIG_BID_LVL1_P95,5,1631,0.1821,-0.1433,0.3254,0.65,0.484
PANEL_1X4,BIG_ASK_LVL1_P95,5,1574,-0.0972,-0.1272,0.03,0.06,0.496
PANEL_1X4,BIG_BID_LVL1_P99,5,434,0.5714,-0.1359,0.7073,0.73,0.482
PANEL_1X4,BIG_ASK_LVL1_P99,5,447,-1.3546,-0.107,-1.2476,-1.35,0.441
PANEL_1X4,BIG_BID_LVL1_P95,10,1630,0.0874,-0.2583,0.3457,0.49,0.49
PANEL_1X4,BIG_ASK_LVL1_P95,10,1574,-0.0308,-0.2511,0.2202,0.31,0.504
PANEL_1X4,BIG_BID_LVL1_P99,10,433,0.9169,-0.2564,1.1733,0.91,0.51
PANEL_1X4,BIG_ASK_LVL1_P99,10,447,0.8736,-0.2563,1.1299,0.86,0.515
PANEL_1X4,BIG_BID_LVL1_P95,30,1630,0.308,-0.7392,1.0472,0.85,0.497
PANEL_1X4,BIG_ASK_LVL1_P95,30,1573,0.2886,-0.736,1.0247,0.83,0.508
PANEL_1X4,BIG_BID_LVL1_P99,30,433,0.5681,-0.7006,1.2687,0.58,0.499
PANEL_1X4,BIG_ASK_LVL1_P99,30,447,3.2181,-0.7413,3.9594,1.75,0.523
PANEL_1X4,BIG_BID_LVL1_P95,100,1626,-1.8158,-2.2518,0.4359,0.19,0.504
PANEL_1X4,BIG_ASK_LVL1_P95,100,1568,1.6355,-2.4419,4.0774,1.74,0.519
PANEL_1X4,BIG_BID_LVL1_P99,100,433,0.5693,-2.2691,2.8384,0.68,0.508
PANEL_1X4,BIG_ASK_LVL1_P99,100,445,1.309,-2.2815,3.5905,0.83,0.53
PANEL_1X4,TRADE_BIG_P95(>=4),1,179,1.0642,0.2166,0.8476,1.1,0.531
PANEL_1X4,TRADE_BIG_P95(>=4),5,179,0.8184,-0.2473,1.0657,0.55,0.531
PANEL_1X4,TRADE_BIG_P95(>=4),10,179,0.1089,-0.83,0.939,0.38,0.514
PANEL_1X4,TRADE_BIG_P95(>=4),30,179,-4.0223,-2.8315,-1.1908,-0.26,0.508
PANEL_1X4,TRADE_BIG_P95(>=4),100,177,-6.3079,-10.4355,4.1275,0.47,0.52
PANEL_2X2,BIG_BID_LVL1_P95,1,1546,0.337,-0.0396,0.3766,1.6,0.488
PANEL_2X2,BIG_ASK_LVL1_P95,1,1522,-0.0375,-0.0193,-0.0181,-0.08,0.496
PANEL_2X2,BIG_BID_LVL1_P99,1,337,0.451,-0.0256,0.4766,0.97,0.51
PANEL_2X2,BIG_ASK_LVL1_P99,1,305,-0.5623,-0.0147,-0.5476,-1.01,0.475
PANEL_2X2,BIG_BID_LVL1_P95,5,1546,0.5611,-0.1357,0.6968,1.33,0.509
PANEL_2X2,BIG_ASK_LVL1_P95,5,1520,0.1069,-0.1108,0.2177,0.4,0.497
PANEL_2X2,BIG_BID_LVL1_P99,5,337,0.2908,-0.1042,0.395,0.35,0.504
PANEL_2X2,BIG_ASK_LVL1_P99,5,304,0.9819,-0.1109,1.0928,0.89,0.516
PANEL_2X2,BIG_BID_LVL1_P95,10,1546,0.1252,-0.215,0.3402,0.48,0.499
PANEL_2X2,BIG_ASK_LVL1_P95,10,1519,-0.0599,-0.2048,0.1449,0.19,0.515
PANEL_2X2,BIG_BID_LVL1_P99,10,337,-0.8769,-0.1898,-0.6871,-0.46,0.481
PANEL_2X2,BIG_ASK_LVL1_P99,10,303,-0.4059,-0.1954,-0.2106,-0.12,0.515
PANEL_2X2,BIG_BID_LVL1_P95,30,1545,0.5104,-0.632,1.1424,0.93,0.504
PANEL_2X2,BIG_ASK_LVL1_P95,30,1518,0.9364,-0.6537,1.5901,1.23,0.499
PANEL_2X2,BIG_BID_LVL1_P99,30,337,1.7923,-0.6,2.3923,0.94,0.522
