target,r2,resid_std,resid_p95,edge_gt_1_freq,edge_gt_2_freq
ROBOT_DISHES,0.6734592978035743,318.07910397215227,628.1018226988348,0.9978666666666667,0.9954666666666667
ROBOT_IRONING,0.7708570250461865,369.07715018346545,671.5255898292305,0.9989,0.9976
ROBOT_LAUNDRY,0.729277981843454,319.6324369524614,598.4133483873748,0.9985333333333334,0.9967
ROBOT_MOPPING,0.7914769009064356,350.3129691318886,668.1689220292936,0.9980333333333333,0.9959
ROBOT_VACUUMING,0.7737548329518515,254.5927977251387,507.5419369232345,0.9958333333333333,0.9918333333333333
