combo,std,cv,intercept,r2,resid_std
ROBOT_DISHES+ROBOT_IRONING+ROBOT_LAUNDRY+ROBOT_MOPPING+ROBOT_VACUUMING,807.8279002823574,0.016550582393469574,,,
ROBOT_DISHES ~ a + -0.327*ROBOT_IRONING + -0.446*ROBOT_LAUNDRY + -0.450*ROBOT_MOPPING + -0.448*ROBOT_VACUUMING,,,26351.85611330487,0.6734592978035743,318.07910397215227
ROBOT_IRONING ~ a + -0.440*ROBOT_DISHES + 0.016*ROBOT_LAUNDRY + -0.604*ROBOT_MOPPING + 0.121*ROBOT_VACUUMING,,,18545.65891347729,0.7708570250461865,369.07715018346545
ROBOT_LAUNDRY ~ a + -0.451*ROBOT_DISHES + 0.012*ROBOT_IRONING + -0.278*ROBOT_MOPPING + 0.255*ROBOT_VACUUMING,,,14981.250452115522,0.729277981843454,319.6324369524614
ROBOT_MOPPING ~ a + -0.546*ROBOT_DISHES + -0.544*ROBOT_IRONING + -0.334*ROBOT_LAUNDRY + -0.600*ROBOT_VACUUMING,,,30082.601345969506,0.7914769009064356,350.3129691318886
ROBOT_VACUUMING ~ a + -0.287*ROBOT_DISHES + 0.058*ROBOT_IRONING + 0.162*ROBOT_LAUNDRY + -0.317*ROBOT_MOPPING,,,13467.05921457867,0.7737548329518515,254.5927977251387
