sharpe,win,mean_pnl_trade,max_dd,n_trades,total_pnl,symbol,strat,fires
0.0,0,0,0.0,0,0.0,SNACKPACK_CHOCOLATE,vol_momentum,0
0.0,0,0,0.0,0,0.0,SNACKPACK_VANILLA,vol_momentum,0
0.0,0,0,0.0,0,0.0,SNACKPACK_PISTACHIO,vol_momentum,0
0.0,0,0,0.0,0,0.0,SNACKPACK_STRAWBERRY,vol_momentum,0
0.0,0,0,0.0,0,0.0,SNACKPACK_RASPBERRY,vol_momentum,0
