sym,k,sz,mN,mth,d2,d3,d4,total
SOLAR_WINDS,6,5,50,15,-11551.0,5620.0,7323.5,1392.5
SOLAR_WINDS,6,5,100,3,-11531.0,5629.0,7312.5,1410.5
SOLAR_WINDS,6,5,100,6,-11539.0,5638.0,7312.5,1411.5
SOLAR_WINDS,6,5,100,10,-11535.0,5626.0,7305.5,1396.5
SOLAR_WINDS,6,5,100,15,-11535.0,5628.0,7301.5,1394.5
SOLAR_WINDS,6,5,200,3,-11532.0,5627.0,7356.5,1451.5
SOLAR_WINDS,6,5,200,6,-11528.0,5627.0,7343.5,1442.5
SOLAR_WINDS,6,5,200,10,-11532.0,5632.0,7332.5,1432.5
SOLAR_WINDS,6,5,200,15,-11544.0,5634.0,7335.5,1425.5
SOLAR_WINDS,6,10,50,3,-11552.0,5629.0,7309.5,1386.5
SOLAR_WINDS,6,10,50,6,-11546.0,5623.0,7311.5,1388.5
SOLAR_WINDS,6,10,50,10,-11551.0,5622.0,7313.5,1384.5
SOLAR_WINDS,6,10,50,15,-11551.0,5620.0,7323.5,1392.5
SOLAR_WINDS,6,10,100,3,-11531.0,5629.0,7312.5,1410.5
SOLAR_WINDS,6,10,100,6,-11539.0,5638.0,7312.5,1411.5
SOLAR_WINDS,6,10,100,10,-11535.0,5626.0,7305.5,1396.5
SOLAR_WINDS,6,10,100,15,-11535.0,5628.0,7301.5,1394.5
SOLAR_WINDS,6,10,200,3,-11532.0,5627.0,7356.5,1451.5
SOLAR_WINDS,6,10,200,6,-11528.0,5627.0,7343.5,1442.5
SOLAR_WINDS,6,10,200,10,-11532.0,5632.0,7332.5,1432.5
SOLAR_WINDS,6,10,200,15,-11544.0,5634.0,7335.5,1425.5
