sym,N,th,hold,d2,d3,d4,total,tr
BLACK_HOLES,100,100,100,1615.0,-20700.0,-21595.0,-40680.0,481
BLACK_HOLES,100,100,200,4825.0,-7670.0,-19435.0,-22280.0,258
BLACK_HOLES,200,10,10,-106025.0,-125360.0,-154795.0,-386180.0,5303
BLACK_HOLES,200,10,20,-51535.0,-60870.0,-87555.0,-199960.0,2789
BLACK_HOLES,200,10,50,-3255.0,-17170.0,-43775.0,-64200.0,1149
BLACK_HOLES,200,10,100,6055.0,-17070.0,-19555.0,-30570.0,580
BLACK_HOLES,200,10,200,-1025.0,-19340.0,-16675.0,-37040.0,291
BLACK_HOLES,200,15,10,-111395.0,-123710.0,-148155.0,-383260.0,5273
BLACK_HOLES,200,15,20,-41505.0,-57010.0,-86510.0,-185025.0,2776
BLACK_HOLES,200,15,50,-11125.0,-29030.0,-44695.0,-84850.0,1149
BLACK_HOLES,200,15,100,-1245.0,-17910.0,-21385.0,-40540.0,579
BLACK_HOLES,200,15,200,-1025.0,-22230.0,-12895.0,-36150.0,291
BLACK_HOLES,200,20,10,-105875.0,-127820.0,-155635.0,-389330.0,5207
BLACK_HOLES,200,20,20,-47595.0,-59060.0,-89660.0,-196315.0,2754
BLACK_HOLES,200,20,50,-4995.0,-39720.0,-40305.0,-85020.0,1145
BLACK_HOLES,200,20,100,8675.0,-28290.0,-30575.0,-50190.0,579
BLACK_HOLES,200,20,200,-1105.0,-10600.0,-15335.0,-27040.0,291
BLACK_HOLES,200,30,10,-97065.0,-120910.0,-141150.0,-359125.0,5022
BLACK_HOLES,200,30,20,-47545.0,-58330.0,-83505.0,-189380.0,2707
BLACK_HOLES,200,30,50,-20195.0,-26380.0,-42335.0,-88910.0,1133
BLACK_HOLES,200,30,100,5625.0,-18370.0,-14695.0,-27440.0,577
BLACK_HOLES,200,30,200,15205.0,-17520.0,-6195.0,-8510.0,291
BLACK_HOLES,200,50,10,-87475.0,-108110.0,-129625.0,-325210.0,4552
BLACK_HOLES,200,50,20,-40345.0,-56860.0,-80110.0,-177315.0,2500
BLACK_HOLES,200,50,50,-5745.0,-30800.0,-37555.0,-74100.0,1101
BLACK_HOLES,200,50,100,11735.0,-20190.0,-25265.0,-33720.0,565
BLACK_HOLES,200,50,200,13435.0,3050.0,-29675.0,-13190.0,287
BLACK_HOLES,200,75,10,-77695.0,-89780.0,-113845.0,-281320.0,3965
BLACK_HOLES,200,75,20,-41090.0,-57210.0,-68755.0,-167055.0,2236
BLACK_HOLES,200,75,50,2325.0,-28010.0,-28755.0,-54440.0,1017
BLACK_HOLES,200,75,100,8765.0,-14450.0,-27175.0,-32860.0,541
BLACK_HOLES,200,75,200,13125.0,-17300.0,-27315.0,-31490.0,281
BLACK_HOLES,200,100,10,-61285.0,-71930.0,-101055.0,-234270.0,3317
BLACK_HOLES,200,100,20,-31705.0,-43690.0,-57155.0,-132550.0,1895
BLACK_HOLES,200,100,50,-955.0,-22790.0,-39325.0,-63070.0,895
BLACK_HOLES,200,100,100,5435.0,-23960.0,-22765.0,-41290.0,508
BLACK_HOLES,200,100,200,14705.0,-16100.0,-20975.0,-22370.0,265
BLACK_HOLES,500,10,10,-109845.0,-119760.0,-123845.0,-353450.0,5155
BLACK_HOLES,500,10,20,-50385.0,-63100.0,-66875.0,-180360.0,2707
BLACK_HOLES,500,10,50,-21890.0,-35010.0,-20595.0,-77495.0,1118
BLACK_HOLES,500,10,100,-18315.0,-24910.0,-9825.0,-53050.0,565
BLACK_HOLES,500,10,200,-16705.0,860.0,3205.0,-12640.0,285
BLACK_HOLES,500,15,10,-108945.0,-121140.0,-122925.0,-353010.0,5135
BLACK_HOLES,500,15,20,-61385.0,-60300.0,-54495.0,-176180.0,2701
BLACK_HOLES,500,15,50,-13845.0,-39170.0,-23325.0,-76340.0,1113
BLACK_HOLES,500,15,100,-15075.0,-21250.0,-9825.0,-46150.0,563
BLACK_HOLES,500,15,200,-18815.0,-3590.0,2585.0,-19820.0,285
BLACK_HOLES,500,20,10,-116365.0,-120850.0,-129595.0,-366810.0,5091
BLACK_HOLES,500,20,20,-49465.0,-65500.0,-71715.0,-186680.0,2689
BLACK_HOLES,500,20,50,-15835.0,-32970.0,-22965.0,-71770.0,1113
BLACK_HOLES,500,20,100,-15375.0,-21450.0,-10195.0,-47020.0,561
BLACK_HOLES,500,20,200,-19725.0,-4960.0,7405.0,-17280.0,285
BLACK_HOLES,500,30,10,-109820.0,-118680.0,-131455.0,-359955.0,4996
BLACK_HOLES,500,30,20,-56035.0,-66870.0,-67195.0,-190100.0,2657
BLACK_HOLES,500,30,50,-21435.0,-30980.0,-17125.0,-69540.0,1107
BLACK_HOLES,500,30,100,-13515.0,-27100.0,-4125.0,-44740.0,561
BLACK_HOLES,500,30,200,-22115.0,-2120.0,6465.0,-17770.0,285
BLACK_HOLES,500,50,10,-102225.0,-111210.0,-114725.0,-328160.0,4719
BLACK_HOLES,500,50,20,-46585.0,-65130.0,-61865.0,-173580.0,2535
BLACK_HOLES,500,50,50,-15865.0,-38560.0,-21525.0,-75950.0,1081
BLACK_HOLES,500,50,100,-12565.0,-22170.0,-10525.0,-45260.0,559
BLACK_HOLES,500,50,200,-16455.0,-14720.0,7715.0,-23460.0,281
BLACK_HOLES,500,75,10,-98405.0,-100860.0,-107055.0,-306320.0,4281
BLACK_HOLES,500,75,20,-46255.0,-54350.0,-51965.0,-152570.0,2335
BLACK_HOLES,500,75,50,-14405.0,-24000.0,-24335.0,-62740.0,1029
BLACK_HOLES,500,75,100,-4625.0,-26250.0,-8715.0,-39590.0,535
BLACK_HOLES,500,75,200,-1185.0,-15340.0,3545.0,-12980.0,277
BLACK_HOLES,500,100,10,-95815.0,-86030.0,-89165.0,-271010.0,3897
BLACK_HOLES,500,100,20,-47565.0,-47380.0,-46455.0,-141400.0,2123
BLACK_HOLES,500,100,50,-18095.0,-16930.0,-18495.0,-53520.0,945
BLACK_HOLES,500,100,100,-3445.0,-13920.0,-7545.0,-24910.0,513
BLACK_HOLES,500,100,200,3405.0,-12050.0,-5075.0,-13720.0,271
DARK_MATTER,50,10,10,-134630.0,-100350.0,-96965.0,-331945.0,5316
DARK_MATTER,50,10,20,-69890.0,-42720.0,-42895.0,-155505.0,2817
