sym,mode,N,entry,exit,cd,sz,d2,d3,d4,total
BLACK_HOLES,aggr,50,3,0.0,0,10,-81495.0,-55250.0,-81925.0,-218670.0
BLACK_HOLES,hybr1,50,3,0.0,1,10,-55925.0,-27830.0,-55385.0,-139140.0
BLACK_HOLES,hybr5,50,3,0.0,5,10,-44555.0,-21430.0,-48585.0,-114570.0
BLACK_HOLES,hybr20,50,3,0.0,20,10,-46055.0,-46670.0,-57075.0,-149800.0
BLACK_HOLES,aggr,50,3,0.8999999999999999,0,10,-85585.0,-59950.0,-87925.0,-233460.0
BLACK_HOLES,hybr1,50,3,0.8999999999999999,1,10,-60325.0,-32030.0,-59395.0,-151750.0
BLACK_HOLES,hybr5,50,3,0.8999999999999999,5,10,-44415.0,-23610.0,-52585.0,-120610.0
BLACK_HOLES,hybr20,50,3,0.8999999999999999,20,10,-47615.0,-48760.0,-60625.0,-157000.0
BLACK_HOLES,aggr,50,3,1.7999999999999998,0,10,-92935.0,-65800.0,-94595.0,-253330.0
BLACK_HOLES,hybr1,50,3,1.7999999999999998,1,10,-66135.0,-36090.0,-64955.0,-167180.0
BLACK_HOLES,hybr5,50,3,1.7999999999999998,5,10,-48005.0,-22130.0,-55095.0,-125230.0
BLACK_HOLES,hybr20,50,3,1.7999999999999998,20,10,-49595.0,-48970.0,-64475.0,-163040.0
BLACK_HOLES,aggr,50,5,0.0,0,10,-72815.0,-44130.0,-73485.0,-190430.0
BLACK_HOLES,hybr1,50,5,0.0,1,10,-50765.0,-23860.0,-50985.0,-125610.0
BLACK_HOLES,hybr5,50,5,0.0,5,10,-44015.0,-18520.0,-51935.0,-114470.0
BLACK_HOLES,hybr20,50,5,0.0,20,10,-41505.0,-47760.0,-57685.0,-146950.0
BLACK_HOLES,aggr,50,5,1.5,0,10,-80055.0,-53500.0,-84975.0,-218530.0
BLACK_HOLES,hybr1,50,5,1.5,1,10,-57675.0,-30960.0,-59555.0,-148190.0
BLACK_HOLES,hybr5,50,5,1.5,5,10,-46365.0,-20860.0,-57865.0,-125090.0
BLACK_HOLES,hybr20,50,5,1.5,20,10,-44375.0,-50110.0,-62505.0,-156990.0
BLACK_HOLES,aggr,50,5,3.0,0,10,-88635.0,-60010.0,-90215.0,-238860.0
BLACK_HOLES,hybr1,50,5,3.0,1,10,-65825.0,-36650.0,-63705.0,-166180.0
BLACK_HOLES,hybr5,50,5,3.0,5,10,-48105.0,-19630.0,-60085.0,-127820.0
BLACK_HOLES,hybr20,50,5,3.0,20,10,-46635.0,-51310.0,-64945.0,-162890.0
BLACK_HOLES,aggr,50,8,0.0,0,10,-61655.0,-34810.0,-70385.0,-166850.0
BLACK_HOLES,hybr1,50,8,0.0,1,10,-41585.0,-16310.0,-53525.0,-111420.0
BLACK_HOLES,hybr5,50,8,0.0,5,10,-42065.0,-16570.0,-47815.0,-106450.0
BLACK_HOLES,hybr20,50,8,0.0,20,10,-41195.0,-50160.0,-55915.0,-147270.0
BLACK_HOLES,aggr,50,8,2.4,0,10,-73785.0,-47990.0,-83975.0,-205750.0
BLACK_HOLES,hybr1,50,8,2.4,1,10,-53205.0,-26980.0,-63575.0,-143760.0
BLACK_HOLES,hybr5,50,8,2.4,5,10,-45685.0,-21220.0,-58685.0,-125590.0
BLACK_HOLES,hybr20,50,8,2.4,20,10,-45665.0,-51720.0,-64935.0,-162320.0
BLACK_HOLES,aggr,50,8,4.8,0,10,-87745.0,-63110.0,-91825.0,-242680.0
BLACK_HOLES,hybr1,50,8,4.8,1,10,-64215.0,-40510.0,-71105.0,-175830.0
BLACK_HOLES,hybr5,50,8,4.8,5,10,-48885.0,-24830.0,-61815.0,-135530.0
BLACK_HOLES,hybr20,50,8,4.8,20,10,-48755.0,-56530.0,-65725.0,-171010.0
BLACK_HOLES,aggr,50,12,0.0,0,10,-51755.0,-18470.0,-56925.0,-127150.0
BLACK_HOLES,hybr1,50,12,0.0,1,10,-36285.0,-6750.0,-44125.0,-87160.0
BLACK_HOLES,hybr5,50,12,0.0,5,10,-39635.0,-12130.0,-45945.0,-97710.0
BLACK_HOLES,hybr20,50,12,0.0,20,10,-39435.0,-45680.0,-54315.0,-139430.0
BLACK_HOLES,aggr,50,12,3.5999999999999996,0,10,-70525.0,-42430.0,-74105.0,-187060.0
BLACK_HOLES,hybr1,50,12,3.5999999999999996,1,10,-52215.0,-26860.0,-57965.0,-137040.0
BLACK_HOLES,hybr5,50,12,3.5999999999999996,5,10,-48575.0,-22640.0,-59505.0,-130720.0
BLACK_HOLES,hybr20,50,12,3.5999999999999996,20,10,-47955.0,-54450.0,-68525.0,-170930.0
BLACK_HOLES,aggr,50,12,7.199999999999999,0,10,-88275.0,-53690.0,-83305.0,-225270.0
BLACK_HOLES,hybr1,50,12,7.199999999999999,1,10,-67625.0,-36990.0,-63725.0,-168340.0
BLACK_HOLES,hybr5,50,12,7.199999999999999,5,10,-50475.0,-28010.0,-61175.0,-139660.0
BLACK_HOLES,hybr20,50,12,7.199999999999999,20,10,-53075.0,-55260.0,-65475.0,-173810.0
BLACK_HOLES,aggr,50,16,0.0,0,10,-44635.0,-18170.0,-47125.0,-109930.0
BLACK_HOLES,hybr1,50,16,0.0,1,10,-32655.0,-6220.0,-35895.0,-74770.0
BLACK_HOLES,hybr5,50,16,0.0,5,10,-38335.0,-7850.0,-43325.0,-89510.0
BLACK_HOLES,hybr20,50,16,0.0,20,10,-37275.0,-45570.0,-53095.0,-135940.0
BLACK_HOLES,aggr,50,16,4.8,0,10,-66365.0,-42370.0,-70845.0,-179580.0
BLACK_HOLES,hybr1,50,16,4.8,1,10,-51175.0,-28330.0,-55395.0,-134900.0
BLACK_HOLES,hybr5,50,16,4.8,5,10,-49255.0,-22060.0,-59095.0,-130410.0
BLACK_HOLES,hybr20,50,16,4.8,20,10,-50115.0,-53160.0,-67175.0,-170450.0
BLACK_HOLES,aggr,50,16,9.6,0,10,-80915.0,-53190.0,-79235.0,-213340.0
BLACK_HOLES,hybr1,50,16,9.6,1,10,-63835.0,-36380.0,-63465.0,-163680.0
BLACK_HOLES,hybr5,50,16,9.6,5,10,-52615.0,-28670.0,-61425.0,-142710.0
BLACK_HOLES,hybr20,50,16,9.6,20,10,-56045.0,-57870.0,-63725.0,-177640.0
BLACK_HOLES,aggr,50,20,0.0,0,10,-39135.0,-12410.0,-44725.0,-96270.0
BLACK_HOLES,hybr1,50,20,0.0,1,10,-31435.0,-3630.0,-33895.0,-68960.0
BLACK_HOLES,hybr5,50,20,0.0,5,10,-31875.0,-10160.0,-42925.0,-84960.0
BLACK_HOLES,hybr20,50,20,0.0,20,10,-32885.0,-42040.0,-50175.0,-125100.0
BLACK_HOLES,aggr,50,20,6.0,0,10,-59355.0,-39750.0,-68835.0,-167940.0
BLACK_HOLES,hybr1,50,20,6.0,1,10,-46925.0,-26270.0,-54105.0,-127300.0
BLACK_HOLES,hybr5,50,20,6.0,5,10,-45475.0,-28050.0,-59755.0,-133280.0
BLACK_HOLES,hybr20,50,20,6.0,20,10,-52465.0,-54120.0,-64305.0,-170890.0
BLACK_HOLES,aggr,50,20,12.0,0,10,-67085.0,-46310.0,-79755.0,-193150.0
BLACK_HOLES,hybr1,50,20,12.0,1,10,-52245.0,-29780.0,-64765.0,-146790.0
BLACK_HOLES,hybr5,50,20,12.0,5,10,-48355.0,-31600.0,-63435.0,-143390.0
BLACK_HOLES,hybr20,50,20,12.0,20,10,-56385.0,-56740.0,-63775.0,-176900.0
BLACK_HOLES,aggr,50,30,0.0,0,10,-28075.0,-7570.0,-40085.0,-75730.0
BLACK_HOLES,hybr1,50,30,0.0,1,10,-20235.0,260.0,-31355.0,-51330.0
BLACK_HOLES,hybr5,50,30,0.0,5,10,-24435.0,-16710.0,-39665.0,-80810.0
BLACK_HOLES,hybr20,50,30,0.0,20,10,-31995.0,-37870.0,-41445.0,-111310.0
BLACK_HOLES,aggr,50,30,9.0,0,10,-49165.0,-26600.0,-62335.0,-138100.0
BLACK_HOLES,hybr1,50,30,9.0,1,10,-38515.0,-15560.0,-50955.0,-105030.0
BLACK_HOLES,hybr5,50,30,9.0,5,10,-41545.0,-27700.0,-59295.0,-128540.0
BLACK_HOLES,hybr20,50,30,9.0,20,10,-51145.0,-47430.0,-61075.0,-159650.0
BLACK_HOLES,aggr,50,30,18.0,0,10,-57665.0,-34910.0,-77715.0,-170290.0
BLACK_HOLES,hybr1,50,30,18.0,1,10,-44595.0,-22240.0,-60285.0,-127120.0
BLACK_HOLES,hybr5,50,30,18.0,5,10,-43895.0,-31650.0,-56675.0,-132220.0
BLACK_HOLES,hybr20,50,30,18.0,20,10,-51255.0,-49900.0,-59685.0,-160840.0
BLACK_HOLES,aggr,50,50,0.0,0,10,-15175.0,-1210.0,-28645.0,-45030.0
BLACK_HOLES,hybr1,50,50,0.0,1,10,-10465.0,1650.0,-22875.0,-31690.0
BLACK_HOLES,hybr5,50,50,0.0,5,10,-15125.0,-7630.0,-31705.0,-54460.0
BLACK_HOLES,hybr20,50,50,0.0,20,10,-18315.0,-24480.0,-32695.0,-75490.0
BLACK_HOLES,aggr,50,50,15.0,0,10,-27195.0,-15660.0,-52585.0,-95440.0
BLACK_HOLES,hybr1,50,50,15.0,1,10,-20475.0,-9650.0,-43715.0,-73840.0
BLACK_HOLES,hybr5,50,50,15.0,5,10,-29265.0,-22710.0,-57285.0,-109260.0
BLACK_HOLES,hybr20,50,50,15.0,20,10,-36405.0,-41330.0,-60445.0,-138180.0
BLACK_HOLES,aggr,50,50,30.0,0,10,-36555.0,-25000.0,-61435.0,-122990.0
BLACK_HOLES,hybr1,50,50,30.0,1,10,-29115.0,-15460.0,-47365.0,-91940.0
BLACK_HOLES,hybr5,50,50,30.0,5,10,-31385.0,-23530.0,-65705.0,-120620.0
BLACK_HOLES,hybr20,50,50,30.0,20,10,-38395.0,-43360.0,-67855.0,-149610.0
BLACK_HOLES,aggr,100,3,0.0,0,10,-52445.0,-18070.0,-54335.0,-124850.0
BLACK_HOLES,hybr1,100,3,0.0,1,10,-34945.0,-6200.0,-35995.0,-77140.0
BLACK_HOLES,hybr5,100,3,0.0,5,10,-21715.0,-9170.0,-25565.0,-56450.0
BLACK_HOLES,hybr20,100,3,0.0,20,10,-25715.0,-25650.0,-38495.0,-89860.0
BLACK_HOLES,aggr,100,3,0.8999999999999999,0,10,-57535.0,-20360.0,-59835.0,-137730.0
BLACK_HOLES,hybr1,100,3,0.8999999999999999,1,10,-39595.0,-7630.0,-39685.0,-86910.0
BLACK_HOLES,hybr5,100,3,0.8999999999999999,5,10,-21075.0,-9480.0,-25625.0,-56180.0
BLACK_HOLES,hybr20,100,3,0.8999999999999999,20,10,-25335.0,-26060.0,-38855.0,-90250.0
BLACK_HOLES,aggr,100,3,1.7999999999999998,0,10,-64885.0,-25220.0,-64625.0,-154730.0
BLACK_HOLES,hybr1,100,3,1.7999999999999998,1,10,-46145.0,-11040.0,-44755.0,-101940.0
BLACK_HOLES,hybr5,100,3,1.7999999999999998,5,10,-22625.0,-10620.0,-28405.0,-61650.0
BLACK_HOLES,hybr20,100,3,1.7999999999999998,20,10,-26165.0,-26110.0,-39535.0,-91810.0
BLACK_HOLES,aggr,100,5,0.0,0,10,-45285.0,-13290.0,-47595.0,-106170.0
BLACK_HOLES,hybr1,100,5,0.0,1,10,-29815.0,-4380.0,-31365.0,-65560.0
BLACK_HOLES,hybr5,100,5,0.0,5,10,-23015.0,-8560.0,-25005.0,-56580.0
BLACK_HOLES,hybr20,100,5,0.0,20,10,-26445.0,-26340.0,-37045.0,-89830.0
BLACK_HOLES,aggr,100,5,1.5,0,10,-56045.0,-19780.0,-56255.0,-132080.0
BLACK_HOLES,hybr1,100,5,1.5,1,10,-38665.0,-9160.0,-38835.0,-86660.0
BLACK_HOLES,hybr5,100,5,1.5,5,10,-24505.0,-11080.0,-25585.0,-61170.0
BLACK_HOLES,hybr20,100,5,1.5,20,10,-25785.0,-28160.0,-37965.0,-91910.0
BLACK_HOLES,aggr,100,5,3.0,0,10,-63595.0,-22300.0,-64405.0,-150300.0
BLACK_HOLES,hybr1,100,5,3.0,1,10,-45295.0,-11540.0,-46195.0,-103030.0
BLACK_HOLES,hybr5,100,5,3.0,5,10,-21965.0,-12770.0,-27065.0,-61800.0
BLACK_HOLES,hybr20,100,5,3.0,20,10,-27155.0,-28610.0,-39355.0,-95120.0
BLACK_HOLES,aggr,100,8,0.0,0,10,-35425.0,-10430.0,-40535.0,-86390.0
BLACK_HOLES,hybr1,100,8,0.0,1,10,-23475.0,-1500.0,-27905.0,-52880.0
BLACK_HOLES,hybr5,100,8,0.0,5,10,-19765.0,-11190.0,-27335.0,-58290.0
BLACK_HOLES,hybr20,100,8,0.0,20,10,-23025.0,-26300.0,-35255.0,-84580.0
BLACK_HOLES,aggr,100,8,2.4,0,10,-52235.0,-19070.0,-52645.0,-123950.0
BLACK_HOLES,hybr1,100,8,2.4,1,10,-37205.0,-8390.0,-38765.0,-84360.0
BLACK_HOLES,hybr5,100,8,2.4,5,10,-21135.0,-13100.0,-30355.0,-64590.0
BLACK_HOLES,hybr20,100,8,2.4,20,10,-24705.0,-30410.0,-38345.0,-93460.0
BLACK_HOLES,aggr,100,8,4.8,0,10,-57625.0,-25800.0,-60775.0,-144200.0
BLACK_HOLES,hybr1,100,8,4.8,1,10,-42005.0,-14380.0,-45485.0,-101870.0
BLACK_HOLES,hybr5,100,8,4.8,5,10,-21985.0,-12220.0,-28665.0,-62870.0
BLACK_HOLES,hybr20,100,8,4.8,20,10,-25745.0,-27850.0,-39645.0,-93240.0
BLACK_HOLES,aggr,100,12,0.0,0,10,-25565.0,-9510.0,-34575.0,-69650.0
BLACK_HOLES,hybr1,100,12,0.0,1,10,-18565.0,-1240.0,-25595.0,-45400.0
BLACK_HOLES,hybr5,100,12,0.0,5,10,-21775.0,-10250.0,-24245.0,-56270.0
BLACK_HOLES,hybr20,100,12,0.0,20,10,-22915.0,-26780.0,-34945.0,-84640.0
BLACK_HOLES,aggr,100,12,3.5999999999999996,0,10,-43805.0,-18670.0,-51055.0,-113530.0
BLACK_HOLES,hybr1,100,12,3.5999999999999996,1,10,-32855.0,-9610.0,-39265.0,-81730.0
BLACK_HOLES,hybr5,100,12,3.5999999999999996,5,10,-22505.0,-11590.0,-28885.0,-62980.0
BLACK_HOLES,hybr20,100,12,3.5999999999999996,20,10,-26145.0,-26950.0,-37085.0,-90180.0
BLACK_HOLES,aggr,100,12,7.199999999999999,0,10,-51275.0,-28300.0,-59335.0,-138910.0
BLACK_HOLES,hybr1,100,12,7.199999999999999,1,10,-39235.0,-16850.0,-45535.0,-101620.0
BLACK_HOLES,hybr5,100,12,7.199999999999999,5,10,-25955.0,-11440.0,-32245.0,-69640.0
BLACK_HOLES,hybr20,100,12,7.199999999999999,20,10,-28115.0,-26370.0,-36555.0,-91040.0
BLACK_HOLES,aggr,100,16,0.0,0,10,-19585.0,-5850.0,-36315.0,-61750.0
BLACK_HOLES,hybr1,100,16,0.0,1,10,-14295.0,-900.0,-27335.0,-42530.0
BLACK_HOLES,hybr5,100,16,0.0,5,10,-19895.0,-8730.0,-24215.0,-52840.0
BLACK_HOLES,hybr20,100,16,0.0,20,10,-21415.0,-24720.0,-34825.0,-80960.0
BLACK_HOLES,aggr,100,16,4.8,0,10,-34375.0,-15710.0,-50715.0,-100800.0
BLACK_HOLES,hybr1,100,16,4.8,1,10,-25375.0,-8720.0,-39035.0,-73130.0
BLACK_HOLES,hybr5,100,16,4.8,5,10,-26755.0,-10980.0,-30725.0,-68460.0
BLACK_HOLES,hybr20,100,16,4.8,20,10,-27755.0,-23750.0,-39675.0,-91180.0
BLACK_HOLES,aggr,100,16,9.6,0,10,-43685.0,-23730.0,-63875.0,-131290.0
BLACK_HOLES,hybr1,100,16,9.6,1,10,-33225.0,-13580.0,-49505.0,-96310.0
BLACK_HOLES,hybr5,100,16,9.6,5,10,-29125.0,-11860.0,-36435.0,-77420.0
BLACK_HOLES,hybr20,100,16,9.6,20,10,-31555.0,-24760.0,-38545.0,-94860.0
BLACK_HOLES,aggr,100,20,0.0,0,10,-11425.0,-7330.0,-25655.0,-44410.0
BLACK_HOLES,hybr1,100,20,0.0,1,10,-7985.0,-960.0,-19715.0,-28660.0
BLACK_HOLES,hybr5,100,20,0.0,5,10,-11905.0,-7560.0,-19595.0,-39060.0
BLACK_HOLES,hybr20,100,20,0.0,20,10,-15015.0,-26070.0,-28925.0,-70010.0
BLACK_HOLES,aggr,100,20,6.0,0,10,-30285.0,-15680.0,-43855.0,-89820.0
BLACK_HOLES,hybr1,100,20,6.0,1,10,-22095.0,-9430.0,-32845.0,-64370.0
BLACK_HOLES,hybr5,100,20,6.0,5,10,-23645.0,-11530.0,-30115.0,-65290.0
BLACK_HOLES,hybr20,100,20,6.0,20,10,-26665.0,-26000.0,-37135.0,-89800.0
BLACK_HOLES,aggr,100,20,12.0,0,10,-37025.0,-23160.0,-59395.0,-119580.0
BLACK_HOLES,hybr1,100,20,12.0,1,10,-28335.0,-14270.0,-45535.0,-88140.0
BLACK_HOLES,hybr5,100,20,12.0,5,10,-25365.0,-12580.0,-39565.0,-77510.0
BLACK_HOLES,hybr20,100,20,12.0,20,10,-30515.0,-26390.0,-41985.0,-98890.0
BLACK_HOLES,aggr,100,30,0.0,0,10,-7865.0,-1790.0,-16395.0,-26050.0
BLACK_HOLES,hybr1,100,30,0.0,1,10,-6005.0,1860.0,-13035.0,-17180.0
BLACK_HOLES,hybr5,100,30,0.0,5,10,-6405.0,-3040.0,-15625.0,-25070.0
BLACK_HOLES,hybr20,100,30,0.0,20,10,-10695.0,-19860.0,-22515.0,-53070.0
BLACK_HOLES,aggr,100,30,9.0,0,10,-22685.0,-12290.0,-44365.0,-79340.0
BLACK_HOLES,hybr1,100,30,9.0,1,10,-17515.0,-5710.0,-36145.0,-59370.0
BLACK_HOLES,hybr5,100,30,9.0,5,10,-21155.0,-7710.0,-32995.0,-61860.0
BLACK_HOLES,hybr20,100,30,9.0,20,10,-22885.0,-24290.0,-37685.0,-84860.0
BLACK_HOLES,aggr,100,30,18.0,0,10,-26845.0,-19950.0,-51265.0,-98060.0
BLACK_HOLES,hybr1,100,30,18.0,1,10,-20615.0,-10700.0,-41695.0,-73010.0
BLACK_HOLES,hybr5,100,30,18.0,5,10,-25255.0,-11390.0,-36725.0,-73370.0
BLACK_HOLES,hybr20,100,30,18.0,20,10,-26835.0,-27790.0,-40955.0,-95580.0
BLACK_HOLES,aggr,100,50,0.0,0,10,-5065.0,520.0,-15575.0,-20120.0
BLACK_HOLES,hybr1,100,50,0.0,1,10,-1105.0,3150.0,-11935.0,-9890.0
BLACK_HOLES,hybr5,100,50,0.0,5,10,-1385.0,2340.0,-17595.0,-16640.0
BLACK_HOLES,hybr20,100,50,0.0,20,10,-5565.0,-14430.0,-19975.0,-39970.0
BLACK_HOLES,aggr,100,50,15.0,0,10,-12025.0,-4320.0,-35495.0,-51840.0
BLACK_HOLES,hybr1,100,50,15.0,1,10,-8075.0,-140.0,-30165.0,-38380.0
BLACK_HOLES,hybr5,100,50,15.0,5,10,-15415.0,-2750.0,-33635.0,-51800.0
BLACK_HOLES,hybr20,100,50,15.0,20,10,-19795.0,-20080.0,-37455.0,-77330.0
BLACK_HOLES,aggr,100,50,30.0,0,10,-23115.0,-14240.0,-46225.0,-83580.0
BLACK_HOLES,hybr1,100,50,30.0,1,10,-16925.0,-7310.0,-36715.0,-60950.0
BLACK_HOLES,hybr5,100,50,30.0,5,10,-19695.0,-11660.0,-41225.0,-72580.0
BLACK_HOLES,hybr20,100,50,30.0,20,10,-24715.0,-28850.0,-44205.0,-97770.0
BLACK_HOLES,aggr,200,3,0.0,0,10,-18805.0,-39860.0,-40465.0,-99130.0
BLACK_HOLES,hybr1,200,3,0.0,1,10,-9585.0,-27780.0,-28265.0,-65630.0
BLACK_HOLES,hybr5,200,3,0.0,5,10,-5135.0,-20580.0,-30115.0,-55830.0
BLACK_HOLES,hybr20,200,3,0.0,20,10,-785.0,-28670.0,-27565.0,-57020.0
BLACK_HOLES,aggr,200,3,0.8999999999999999,0,10,-21795.0,-43360.0,-42735.0,-107890.0
BLACK_HOLES,hybr1,200,3,0.8999999999999999,1,10,-12485.0,-30730.0,-30075.0,-73290.0
BLACK_HOLES,hybr5,200,3,0.8999999999999999,5,10,-5365.0,-20570.0,-31925.0,-57860.0
BLACK_HOLES,hybr20,200,3,0.8999999999999999,20,10,-3195.0,-29250.0,-28975.0,-61420.0
BLACK_HOLES,aggr,200,3,1.7999999999999998,0,10,-26015.0,-45370.0,-44575.0,-115960.0
BLACK_HOLES,hybr1,200,3,1.7999999999999998,1,10,-15025.0,-32440.0,-31785.0,-79250.0
BLACK_HOLES,hybr5,200,3,1.7999999999999998,5,10,-6445.0,-20470.0,-29265.0,-56180.0
BLACK_HOLES,hybr20,200,3,1.7999999999999998,20,10,-5535.0,-30150.0,-28945.0,-64630.0
BLACK_HOLES,aggr,200,5,0.0,0,10,-14745.0,-38060.0,-37325.0,-90130.0
BLACK_HOLES,hybr1,200,5,0.0,1,10,-6815.0,-26630.0,-25815.0,-59260.0
BLACK_HOLES,hybr5,200,5,0.0,5,10,-5045.0,-19520.0,-32985.0,-57550.0
BLACK_HOLES,hybr20,200,5,0.0,20,10,-1195.0,-26910.0,-28265.0,-56370.0
BLACK_HOLES,aggr,200,5,1.5,0,10,-20155.0,-42580.0,-40185.0,-102920.0
BLACK_HOLES,hybr1,200,5,1.5,1,10,-10705.0,-30610.0,-28185.0,-69500.0
BLACK_HOLES,hybr5,200,5,1.5,5,10,-6265.0,-20610.0,-32465.0,-59340.0
BLACK_HOLES,hybr20,200,5,1.5,20,10,-4605.0,-28920.0,-30195.0,-63720.0
BLACK_HOLES,aggr,200,5,3.0,0,10,-22545.0,-45670.0,-46375.0,-114590.0
BLACK_HOLES,hybr1,200,5,3.0,1,10,-12485.0,-33010.0,-32785.0,-78280.0
BLACK_HOLES,hybr5,200,5,3.0,5,10,-7555.0,-22060.0,-33285.0,-62900.0
BLACK_HOLES,hybr20,200,5,3.0,20,10,-8085.0,-29370.0,-28625.0,-66080.0
BLACK_HOLES,aggr,200,8,0.0,0,10,-12265.0,-28880.0,-30185.0,-71330.0
BLACK_HOLES,hybr1,200,8,0.0,1,10,-5155.0,-18890.0,-21745.0,-45790.0
BLACK_HOLES,hybr5,200,8,0.0,5,10,-6405.0,-16200.0,-31085.0,-53690.0
BLACK_HOLES,hybr20,200,8,0.0,20,10,-3505.0,-25060.0,-28575.0,-57140.0
BLACK_HOLES,aggr,200,8,2.4,0,10,-19275.0,-38190.0,-38605.0,-96070.0
BLACK_HOLES,hybr1,200,8,2.4,1,10,-9715.0,-26560.0,-28655.0,-64930.0
BLACK_HOLES,hybr5,200,8,2.4,5,10,-8275.0,-20270.0,-30935.0,-59480.0
BLACK_HOLES,hybr20,200,8,2.4,20,10,-8045.0,-29410.0,-28875.0,-66330.0
BLACK_HOLES,aggr,200,8,4.8,0,10,-23455.0,-42010.0,-43165.0,-108630.0
BLACK_HOLES,hybr1,200,8,4.8,1,10,-13395.0,-29730.0,-31295.0,-74420.0
BLACK_HOLES,hybr5,200,8,4.8,5,10,-8215.0,-22360.0,-34365.0,-64940.0
BLACK_HOLES,hybr20,200,8,4.8,20,10,-8125.0,-31260.0,-30255.0,-69640.0
BLACK_HOLES,aggr,200,12,0.0,0,10,-8005.0,-19700.0,-27125.0,-54830.0
BLACK_HOLES,hybr1,200,12,0.0,1,10,-2705.0,-14230.0,-19665.0,-36600.0
BLACK_HOLES,hybr5,200,12,0.0,5,10,-6545.0,-12540.0,-31205.0,-50290.0
BLACK_HOLES,hybr20,200,12,0.0,20,10,-2285.0,-22780.0,-28935.0,-54000.0
BLACK_HOLES,aggr,200,12,3.5999999999999996,0,10,-17635.0,-30140.0,-36665.0,-84440.0
BLACK_HOLES,hybr1,200,12,3.5999999999999996,1,10,-9795.0,-22000.0,-27045.0,-58840.0
BLACK_HOLES,hybr5,200,12,3.5999999999999996,5,10,-8675.0,-17880.0,-31985.0,-58540.0
BLACK_HOLES,hybr20,200,12,3.5999999999999996,20,10,-9235.0,-26090.0,-28385.0,-63710.0
BLACK_HOLES,aggr,200,12,7.199999999999999,0,10,-20635.0,-38610.0,-42755.0,-102000.0
BLACK_HOLES,hybr1,200,12,7.199999999999999,1,10,-11955.0,-28390.0,-31625.0,-71970.0
BLACK_HOLES,hybr5,200,12,7.199999999999999,5,10,-7275.0,-22040.0,-36615.0,-65930.0
BLACK_HOLES,hybr20,200,12,7.199999999999999,20,10,-6505.0,-30920.0,-28035.0,-65460.0
BLACK_HOLES,aggr,200,16,0.0,0,10,-1225.0,-14420.0,-25205.0,-40850.0
BLACK_HOLES,hybr1,200,16,0.0,1,10,3205.0,-10540.0,-19865.0,-27200.0
BLACK_HOLES,hybr5,200,16,0.0,5,10,-2185.0,-13510.0,-28115.0,-43810.0
BLACK_HOLES,hybr20,200,16,0.0,20,10,195.0,-22060.0,-29205.0,-51070.0
BLACK_HOLES,aggr,200,16,4.8,0,10,-13655.0,-26500.0,-31345.0,-71500.0
BLACK_HOLES,hybr1,200,16,4.8,1,10,-6105.0,-20040.0,-23545.0,-49690.0
BLACK_HOLES,hybr5,200,16,4.8,5,10,-6635.0,-19450.0,-28145.0,-54230.0
BLACK_HOLES,hybr20,200,16,4.8,20,10,-8055.0,-26350.0,-27975.0,-62380.0
BLACK_HOLES,aggr,200,16,9.6,0,10,-19005.0,-33500.0,-39265.0,-91770.0
BLACK_HOLES,hybr1,200,16,9.6,1,10,-9545.0,-24730.0,-29875.0,-64150.0
BLACK_HOLES,hybr5,200,16,9.6,5,10,-8815.0,-25940.0,-33995.0,-68750.0
BLACK_HOLES,hybr20,200,16,9.6,20,10,-8395.0,-30790.0,-30125.0,-69310.0
BLACK_HOLES,aggr,200,20,0.0,0,10,-1565.0,-11500.0,-19945.0,-33010.0
BLACK_HOLES,hybr1,200,20,0.0,1,10,2365.0,-8280.0,-15845.0,-21760.0
BLACK_HOLES,hybr5,200,20,0.0,5,10,-2055.0,-14090.0,-28745.0,-44890.0
BLACK_HOLES,hybr20,200,20,0.0,20,10,485.0,-19540.0,-29815.0,-48870.0
BLACK_HOLES,aggr,200,20,6.0,0,10,-10025.0,-23510.0,-26665.0,-60200.0
BLACK_HOLES,hybr1,200,20,6.0,1,10,-4595.0,-16920.0,-20335.0,-41850.0
BLACK_HOLES,hybr5,200,20,6.0,5,10,-4885.0,-20220.0,-30915.0,-56020.0
BLACK_HOLES,hybr20,200,20,6.0,20,10,-5225.0,-26280.0,-28345.0,-59850.0
BLACK_HOLES,aggr,200,20,12.0,0,10,-17155.0,-29690.0,-34875.0,-81720.0
BLACK_HOLES,hybr1,200,20,12.0,1,10,-8225.0,-21260.0,-27305.0,-56790.0
BLACK_HOLES,hybr5,200,20,12.0,5,10,-8485.0,-26520.0,-34815.0,-69820.0
BLACK_HOLES,hybr20,200,20,12.0,20,10,-8185.0,-29820.0,-30005.0,-68010.0
BLACK_HOLES,aggr,200,30,0.0,0,10,9935.0,-8700.0,-25605.0,-24370.0
BLACK_HOLES,hybr1,200,30,0.0,1,10,13835.0,-6670.0,-21605.0,-14440.0
BLACK_HOLES,hybr5,200,30,0.0,5,10,7425.0,-15210.0,-23735.0,-31520.0
BLACK_HOLES,hybr20,200,30,0.0,20,10,8305.0,-22690.0,-20775.0,-35160.0
BLACK_HOLES,aggr,200,30,9.0,0,10,-3135.0,-21540.0,-26985.0,-51660.0
BLACK_HOLES,hybr1,200,30,9.0,1,10,2725.0,-16730.0,-21315.0,-35320.0
BLACK_HOLES,hybr5,200,30,9.0,5,10,-3825.0,-23100.0,-28115.0,-55040.0
