target,intercept,betas,r2,resid_std
TRANSLATOR_ASTRO_BLACK,17502.45191279753,"{'TRANSLATOR_ECLIPSE_CHARCOAL': np.float64(0.2142), 'TRANSLATOR_GRAPHITE_MIST': np.float64(-0.0988), 'TRANSLATOR_SPACE_GRAY': np.float64(-0.1784), 'TRANSLATOR_VOID_BLUE': np.float64(-0.6944)}",0.4972177320307739,347.25909811095494
TRANSLATOR_ECLIPSE_CHARCOAL,2931.821898474253,"{'TRANSLATOR_ASTRO_BLACK': np.float64(0.1653), 'TRANSLATOR_GRAPHITE_MIST': np.float64(-0.0484), 'TRANSLATOR_SPACE_GRAY': np.float64(0.116), 'TRANSLATOR_VOID_BLUE': np.float64(0.4351)}",0.26418307154699583,305.0593633046703
TRANSLATOR_GRAPHITE_MIST,11826.6131812719,"{'TRANSLATOR_ASTRO_BLACK': np.float64(-0.1946), 'TRANSLATOR_ECLIPSE_CHARCOAL': np.float64(-0.1236), 'TRANSLATOR_SPACE_GRAY': np.float64(0.0832), 'TRANSLATOR_VOID_BLUE': np.float64(0.0471)}",0.04784754613049946,487.4353550534745
TRANSLATOR_SPACE_GRAY,16204.407258239764,"{'TRANSLATOR_ASTRO_BLACK': np.float64(-0.2583), 'TRANSLATOR_ECLIPSE_CHARCOAL': np.float64(0.2176), 'TRANSLATOR_GRAPHITE_MIST': np.float64(0.0612), 'TRANSLATOR_VOID_BLUE': np.float64(-0.6539)}",0.30916947045844456,417.8235485380334
TRANSLATOR_VOID_BLUE,15353.237252967898,"{'TRANSLATOR_ASTRO_BLACK': np.float64(-0.6239), 'TRANSLATOR_ECLIPSE_CHARCOAL': np.float64(0.5066), 'TRANSLATOR_GRAPHITE_MIST': np.float64(0.0215), 'TRANSLATOR_SPACE_GRAY': np.float64(-0.4058)}",0.6770909198775938,329.1562069293615
